Sample_ID,Bacterivores,Fungivores,Herbivores,Omnivores,Predators,Unidentified,Total_Number,Latitude,Longitude,Pixel_Lat,Pixel_Long,WWF_Biome,sampling method,DOI/URL,Data_provider
55,3888,246,1637,82,246,368,6467,52.23820672,6.695794312,52.23749924,6.695833206,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
56,2120,49,1340,122,49,171,3850,52.28626887,6.325187356,52.28749847,6.329166889,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
57,3325,37,2106,74,74,148,5763,52.40518069,6.974359123,52.40416718,6.970833302,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
58,4102,83,1202,166,83,704,6340,52.07961108,6.54229363,52.07916641,6.545833111,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
59,1479,33,904,33,49,132,2630,52.27826638,6.243909546,52.27916718,6.245833397,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
60,2090,124,1219,50,75,348,3907,52.13249045,6.5406474,52.12916565,6.537499905,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
61,1986,147,1226,147,172,196,3875,52.03165791,6.640462699,52.02916718,6.637499809,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
62,50,39,11,7,5,0,113,52.1281009,5.547847147,52.12916565,5.545833111,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
63,3396,149,1791,448,75,75,5933,52.17294617,5.606482553,52.17083359,5.604166508,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
64,5275,167,2832,111,278,444,9106,52.07606898,5.438259482,52.07916641,5.4375,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
65,3429,205,1143,29,29,117,4953,51.46192103,5.905231192,51.46250153,5.904166698,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
66,1319,125,962,143,53,125,2727,51.6068752,5.329461958,51.60416794,5.329166889,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
67,1258,45,884,15,60,15,2277,51.35500792,5.602541843,51.35416794,5.604166508,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
68,1844,79,972,99,59,99,3153,51.74119031,5.664699359,51.73749924,5.662499905,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
69,298,128,1233,0,11,11,1680,51.29211278,5.587909388,51.29583359,5.587500095,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
70,254,355,118,85,34,11,857,51.6057988,4.881969206,51.60416794,4.879166603,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
71,238,173,221,43,13,35,723,51.33784505,5.644077472,51.33750153,5.645833492,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
72,204,321,143,4,0,0,673,52.89499087,6.337946048,52.89583206,6.337500095,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
73,76,61,5,7,4,0,153,52.20817379,5.219400675,52.20416641,5.220833302,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
74,177,168,126,23,3,0,497,52.13635517,5.187244049,52.13750076,5.1875,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
75,176,85,184,8,8,3,463,52.54049251,6.544337042,52.53749847,6.545833111,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
76,94,58,77,9,0,5,243,51.42642145,5.78979925,51.42916489,5.787499905,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
77,79,41,69,3,0,3,193,52.91628055,6.666181636,52.91249847,6.662499905,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
78,217,235,68,11,4,0,533,52.96990435,6.734376854,52.97083282,6.737500191,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
79,107,127,85,29,0,9,357,51.53993984,5.143313945,51.53749847,5.145833492,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
80,101,97,133,5,0,5,340,53.07803827,6.436269158,53.07916641,6.4375,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
81,2222,106,1402,212,106,106,4153,52.11023178,5.361294802,52.11249924,5.362500191,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
82,47,108,113,2,0,4,273,52.83355375,6.440785475,52.83750153,6.4375,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
83,130,114,336,72,0,8,660,51.5467816,4.760083544,51.54583359,4.762499809,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
84,78,109,55,7,2,0,250,52.72851334,6.375342692,52.72916794,6.379166603,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
85,70,35,117,9,2,5,237,52.07428692,6.415553062,52.07083511,6.412499905,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
86,81,96,16,1,0,3,197,52.17710005,5.74539154,52.17916489,5.745833397,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
87,65,70,276,11,8,3,433,51.95794973,6.354688381,51.95416641,6.354166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
88,183,258,1193,43,0,0,1677,51.53367657,5.878665558,51.53749847,5.879166603,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
89,2615,179,2042,502,179,0,5517,53.17728076,6.091454775,53.17916489,6.087500095,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
90,3033,99,3431,497,398,298,7757,53.17508451,6.146532891,53.17916489,6.145833492,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
91,554,28,1358,111,55,28,2134,52.72295466,5.050286145,52.72083282,5.054166794,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
92,1830,162,1343,93,69,46,3543,52.04213101,6.664633433,52.04583359,6.662499905,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
93,1593,143,1498,285,95,119,3733,52.21794024,6.37473271,52.22083282,6.370833397,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
94,2913,118,1030,29,88,382,4560,51.6094909,5.793503292,51.61249924,5.795833111,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
95,566,65,729,272,98,44,1773,52.66984995,5.169552176,52.67083359,5.170833111,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
96,2077,27,1464,27,160,373,4127,52.4244532,6.881769231,52.42083359,6.879166603,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
97,781,161,2297,276,92,0,3607,52.70434834,4.937704469,52.70416641,4.9375,4,Oostenbrink elutriator,10.1046/j.1365-2435.2003.00755.x,Christian Mulder
98,2843,108,1137,27,54,0,4170,53.10929131,6.349353908,53.11249924,6.345833302,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
99,3001,24,533,97,48,0,3703,52.90841507,6.525705169,52.91249847,6.529166698,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
100,2547,20,566,0,0,0,3133,52.87032982,6.758027711,52.87083435,6.754166603,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
101,3084,47,380,71,47,0,3630,52.67624214,6.865842882,52.67916489,6.862500191,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
102,9632,67,539,67,67,0,10373,52.89052401,6.977125149,52.88750076,6.979166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
103,8889,304,365,61,61,0,9680,52.84657074,6.901295653,52.84583282,6.904166698,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
104,2839,71,544,71,71,0,3597,52.72432631,6.635439965,52.72083282,6.637499809,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
105,4548,376,714,38,38,0,5713,52.825559,6.962080871,52.82916641,6.962500095,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
106,736,109,639,24,0,12,1520,52.92361846,6.41760677,52.92083359,6.420833111,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
107,736,25,405,58,17,0,1240,53.25157267,6.85554364,53.25416565,6.854166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
108,2791,121,825,0,49,0,3787,52.89967603,6.946087999,52.89583206,6.945833206,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
109,4907,0,307,0,136,0,5350,52.89110938,6.932563059,52.88750076,6.929166794,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
110,3552,134,427,0,0,0,4113,53.08987373,6.850066365,53.08750153,6.854166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
111,5482,169,1012,0,0,0,6663,53.09586442,6.812581212,53.09583282,6.8125,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
112,1966,87,306,15,29,0,2403,53.05281327,6.938315312,53.05416489,6.9375,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
113,2805,21,395,21,62,0,3303,53.07058556,6.953873127,53.07083511,6.954166889,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
114,1633,99,462,280,66,0,2540,52.88412914,6.768873573,52.88750076,6.770833492,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
115,2889,73,752,73,0,0,3787,52.98894165,7.010510616,52.98749924,7.012499809,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
116,2959,122,636,147,49,0,3913,52.96309816,7.019216198,52.96250153,7.020833492,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
117,3237,146,389,170,0,0,3943,52.9596576,7.173154682,52.96250153,7.170833111,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
118,1240,78,620,90,52,0,2080,52.11558078,6.356145004,52.11249924,6.354166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
119,2804,207,1535,118,30,0,4693,52.94773609,6.798668881,52.94583511,6.795833111,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
120,1314,174,918,32,16,0,2453,52.85697915,6.717603044,52.85416794,6.720833302,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
121,796,115,389,115,35,0,1450,52.69116979,4.699868143,52.6875,4.695833206,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
122,3467,251,2089,125,376,125,6433,52.29579895,7.000415772,52.29583359,7.004166603,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
123,2136,148,1602,504,208,208,4807,52.12478478,5.501223529,52.12083435,5.504166603,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
124,2755,156,702,52,104,78,3847,51.44884922,5.122956872,51.44583511,5.120833397,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
125,3946,138,969,138,35,0,5227,52.80043744,6.056349706,52.80416489,6.054166794,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
126,1952,91,1021,318,23,45,3450,52.4901103,6.155107422,52.48749924,6.154166698,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
127,2728,117,1291,235,176,29,4577,53.07869468,6.103494206,53.07916641,6.104166508,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
128,3625,33,914,163,65,33,4833,51.90007915,6.487530278,51.90416718,6.487500191,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
129,2426,90,1528,240,90,180,4553,52.03737878,5.285667804,52.03749847,5.287499905,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
130,5807,160,2397,53,107,0,8523,51.32603189,5.7585851,51.32916641,5.762499809,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
131,3196,94,1379,94,63,31,4857,52.09058802,6.284071655,52.08750153,6.287499905,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
132,1440,128,485,71,43,0,2168,53.13387314,6.583792788,53.13750076,6.587500095,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
133,2260,22,739,43,87,22,3173,52.41837999,6.2344753,52.42083359,6.237500191,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
134,2498,0,1071,102,229,0,3900,51.69739579,5.850218072,51.69583511,5.854166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
135,2025,149,682,128,171,85,3240,51.54282746,5.850731474,51.54583359,5.854166508,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
136,1648,45,348,76,272,15,2405,52.95832815,6.66235606,52.95416641,6.662499905,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
137,3572,0,1078,135,101,236,5122,52.21957734,5.669042338,52.22083282,5.670833111,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
138,1615,32,517,97,113,32,2407,51.71593691,5.774536669,51.71250153,5.770833492,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
139,1742,0,774,70,53,18,2657,52.94773609,6.798668881,52.94583511,6.795833111,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
140,1452,70,545,28,112,0,2207,52.85697915,6.717603044,52.85416794,6.720833302,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
141,1075,0,550,50,100,75,1850,52.01986809,6.19855002,52.02083206,6.195833206,4,Oostenbrink elutriator,10.1890/13-1337.1,Christian Mulder
142,1387,267,1707,373,240,27,4000,51.95635363,6.532178824,51.95416641,6.529166698,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
143,995,323,1963,484,269,0,4033,52.05748771,5.563663733,52.05416489,5.5625,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
144,1627,134,1159,111,312,0,3343,51.509119,4.634865075,51.51250076,4.637499809,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
145,2546,177,1803,212,248,318,5304,52.89979829,6.834041192,52.89583206,6.837500095,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
146,1859,79,2690,554,712,40,5933,51.53902005,5.356559799,51.53749847,5.354166508,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
147,1592,68,2405,508,508,0,5082,53.10174887,6.583172561,53.10416794,6.579166889,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
148,1907,325,2962,649,243,0,6087,51.47732175,4.425633684,51.47916794,4.429166794,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
149,1838,145,4691,193,339,48,7255,52.5546928,6.114134027,52.55416489,6.112500191,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
150,2887,219,1645,292,365,73,5482,52.90499703,6.321739365,52.90416718,6.320833206,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
151,1797,268,1609,188,161,0,4023,52.95611093,6.701640215,52.95416641,6.704166889,4,Oostenbrink elutriator,10.1111/j.1365-2486.2009.01899.x,Christian Mulder
152,965,624,984,227,38,0,2838,53.01753121,6.642390006,53.02083206,6.645833492,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
153,840,305,585,115,64,0,1909,52.27010316,6.485344663,52.27083206,6.487500191,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
154,1340,358,421,202,16,0,2336,52.72081783,6.379935473,52.72083282,6.379166603,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
155,953,135,332,124,10,0,1555,52.31983255,5.768574779,52.32083511,5.770833492,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
156,723,506,1175,235,54,18,2712,51.38623553,5.519825326,51.38750076,5.520833492,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
157,501,431,237,79,62,9,1318,52.10468762,5.349835214,52.10416794,5.345833302,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
158,1287,1013,506,338,21,0,3165,51.47345595,4.568190367,51.47083282,4.570833206,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
159,573,388,220,106,26,9,1323,52.34794319,6.431525021,52.34583282,6.429166794,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
160,607,429,691,48,12,0,1787,52.33640244,5.909117501,52.33750153,5.912499905,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
161,626,244,530,170,11,11,1591,52.33360984,5.770708061,52.33750153,5.770833492,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
162,3279,169,1082,169,237,338,5273,51.32570922,5.584728553,51.32916641,5.587500095,4,Oostenbrink elutriator,10.1890/11-0546.1,Christian Mulder
163,5847,426,2193,426,122,1096,10110,51.32570922,5.584728553,51.32916641,5.587500095,4,Oostenbrink elutriator,10.1890/11-0546.1,Christian Mulder
164,8582,381,2956,0,0,2574,14493,51.48674616,4.907292114,51.48749924,4.904166698,4,Oostenbrink elutriator,10.1890/11-0546.1,Christian Mulder
165,6551,171,1367,228,171,513,9000,51.48674616,4.907292114,51.48749924,4.904166698,4,Oostenbrink elutriator,10.1890/11-0546.1,Christian Mulder
166,3545,0,791,127,63,380,4907,51.48674616,4.907292114,51.48749924,4.904166698,4,Oostenbrink elutriator,10.1890/11-0546.1,Christian Mulder
167,3565,196,1371,274,235,235,5876,51.62463863,5.156144561,51.62083435,5.154166698,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
168,2449,57,1224,199,142,199,4271,51.59761261,5.127416831,51.59583282,5.129166603,4,Oostenbrink elutriator,10.1111/j.1749-6632.2009.05404.x,Christian Mulder
